test;algorithm;less;my_compare;slow_compare;sorted;stable;compare_count
test/largeclass_rng_5000.in;gfx::timsort;1829.6;1732.8;2744.8;1.0;1.0;55136.0
test/largeclass_rng_5000.in;it_merge_2_sort;2512.6;2204.0;3109.6;1.0;1.0;54954.0
test/largeclass_rng_5000.in;it_merge_2_sort_rev;2446.8;1999.8;2976.6;1.0;1.0;54949.0
test/largeclass_rng_5000.in;it_merge_3_sort;2252.8;2064.2;3176.6;1.0;1.0;66106.0
test/largeclass_rng_5000.in;it_merge_4a_sort;2282.8;1936.8;2915.0;1.0;1.0;54954.0
test/largeclass_rng_5000.in;it_merge_4b_sort;2301.0;2060.4;3143.0;1.0;1.0;69668.0
test/largeclass_rng_5000.in;merge_2_sort;2401.4;2037.6;2971.2;1.0;1.0;54903.0
test/largeclass_rng_5000.in;merge_3_sort;1966.8;1892.8;2990.6;1.0;1.0;65115.0
test/largeclass_rng_5000.in;merge_4a_sort;1849.4;1666.4;2624.6;1.0;1.0;54939.0
test/largeclass_rng_5000.in;merge_4b_sort;1963.6;1888.8;3151.8;1.0;1.0;74479.0
test/largeclass_rng_5000.in;merge_sort_parallel_a_16c;3012.0;2308.2;3229.8;1.0;1.0;54903.0
test/largeclass_rng_5000.in;merge_sort_parallel_a_1c;2366.4;1975.0;2872.2;1.0;1.0;54903.0
test/largeclass_rng_5000.in;merge_sort_parallel_a_20c;7126.0;3976.4;5118.8;1.0;1.0;54903.0
test/largeclass_rng_5000.in;merge_sort_parallel_a_2c;2485.0;2135.0;2847.8;1.0;1.0;54903.0
test/largeclass_rng_5000.in;merge_sort_parallel_a_4c;2487.2;2036.8;2865.8;1.0;1.0;54903.0
test/largeclass_rng_5000.in;merge_sort_parallel_a_8c;2562.4;2150.0;3182.6;1.0;1.0;54903.0
test/largeclass_rng_5000.in;merge_sort_parallel_b_16c;2341.2;2069.0;3057.8;1.0;1.0;55001.0
test/largeclass_rng_5000.in;merge_sort_parallel_b_1c;1783.6;1689.0;2553.2;1.0;1.0;55001.0
test/largeclass_rng_5000.in;merge_sort_parallel_b_20c;5348.4;3189.4;4052.2;1.0;1.0;55001.0
test/largeclass_rng_5000.in;merge_sort_parallel_b_2c;1979.8;1740.4;2942.8;1.0;1.0;55001.0
test/largeclass_rng_5000.in;merge_sort_parallel_b_4c;1969.8;1760.2;2864.2;1.0;1.0;55001.0
test/largeclass_rng_5000.in;merge_sort_parallel_b_8c;2118.6;1882.6;2890.2;1.0;1.0;55001.0
test/largeclass_rng_5000.in;std::sort;924.8;933.0;2513.4;1.0;0.0;73538.0
test/largeclass_rng_5000.in;std::stable_sort;1449.0;1352.2;2421.8;1.0;1.0;59016.0
test/largeclass_rng_5000.in;timsort;1780.6;1800.6;2724.0;1.0;1.0;54968.0
test/largeclass_rng_5000.in;timsort_parallel_a_16c;1822.4;1818.2;2770.4;1.0;1.0;54968.0
test/largeclass_rng_5000.in;timsort_parallel_a_1c;1615.2;1635.2;2517.8;1.0;1.0;54968.0
test/largeclass_rng_5000.in;timsort_parallel_a_20c;1755.8;1744.2;2718.2;1.0;1.0;54968.0
test/largeclass_rng_5000.in;timsort_parallel_a_2c;1726.6;1686.4;2560.6;1.0;1.0;54968.0
test/largeclass_rng_5000.in;timsort_parallel_a_4c;1749.0;1782.4;2684.8;1.0;1.0;54968.0
test/largeclass_rng_5000.in;timsort_parallel_a_8c;1635.6;1633.4;2539.2;1.0;1.0;54968.0
test/largeclass_rng_5000.in;timsort_parallel_b_16c;2506.0;2135.2;3101.2;1.0;1.0;54981.0
test/largeclass_rng_5000.in;timsort_parallel_b_1c;2007.4;1874.0;2744.6;1.0;1.0;54981.0
test/largeclass_rng_5000.in;timsort_parallel_b_20c;4449.2;2194.4;3334.2;1.0;1.0;54981.0
test/largeclass_rng_5000.in;timsort_parallel_b_2c;2033.8;1842.2;2890.4;1.0;1.0;54981.0
test/largeclass_rng_5000.in;timsort_parallel_b_4c;2065.8;1923.6;2906.2;1.0;1.0;54981.0
test/largeclass_rng_5000.in;timsort_parallel_b_8c;2358.2;2049.0;3087.4;1.0;1.0;54981.0
test/largeclass_rng_5000.in;timsort_rev;1793.8;1730.4;2585.0;1.0;1.0;54995.0
test/largeclass_rng_50000.in;gfx::timsort;19571.0;17270.4;24416.6;1.0;1.0;716440.0
test/largeclass_rng_50000.in;it_merge_2_sort;29662.8;21660.0;26931.6;1.0;1.0;714449.0
test/largeclass_rng_50000.in;it_merge_2_sort_rev;28257.0;20131.6;25830.8;1.0;1.0;714282.0
test/largeclass_rng_50000.in;it_merge_3_sort;26072.6;20523.2;28203.8;1.0;1.0;879535.0
test/largeclass_rng_50000.in;it_merge_4a_sort;23530.4;18609.8;24856.4;1.0;1.0;714449.0
test/largeclass_rng_50000.in;it_merge_4b_sort;23712.8;19589.2;28132.4;1.0;1.0;962464.0
test/largeclass_rng_50000.in;merge_2_sort;27616.8;20642.8;26120.6;1.0;1.0;714467.0
test/largeclass_rng_50000.in;merge_3_sort;23398.6;19208.6;27244.8;1.0;1.0;857828.0
test/largeclass_rng_50000.in;merge_4a_sort;19897.8;15907.6;22669.4;1.0;1.0;715966.0
test/largeclass_rng_50000.in;merge_4b_sort;21750.6;18333.4;27664.0;1.0;1.0;1008384.0
test/largeclass_rng_50000.in;merge_sort_parallel_a_16c;12371.0;9411.2;11273.0;1.0;1.0;714467.0
test/largeclass_rng_50000.in;merge_sort_parallel_a_1c;25088.8;19491.0;25262.8;1.0;1.0;714467.0
test/largeclass_rng_50000.in;merge_sort_parallel_a_20c;11363.8;8319.6;13949.4;1.0;1.0;714467.0
test/largeclass_rng_50000.in;merge_sort_parallel_a_2c;16714.8;13096.2;16903.2;1.0;1.0;714467.0
test/largeclass_rng_50000.in;merge_sort_parallel_a_4c;12059.6;8918.6;11220.8;1.0;1.0;714467.0
test/largeclass_rng_50000.in;merge_sort_parallel_a_8c;12363.6;8630.6;11198.6;1.0;1.0;714467.0
test/largeclass_rng_50000.in;merge_sort_parallel_b_16c;9492.0;7270.2;10078.4;1.0;1.0;715359.0
test/largeclass_rng_50000.in;merge_sort_parallel_b_1c;20074.2;17166.6;23444.2;1.0;1.0;715359.0
test/largeclass_rng_50000.in;merge_sort_parallel_b_20c;9337.0;7130.0;11132.6;1.0;1.0;715359.0
test/largeclass_rng_50000.in;merge_sort_parallel_b_2c;12809.8;11000.8;15455.2;1.0;1.0;715359.0
test/largeclass_rng_50000.in;merge_sort_parallel_b_4c;9029.4;7281.6;9765.4;1.0;1.0;715359.0
test/largeclass_rng_50000.in;merge_sort_parallel_b_8c;9405.6;7466.6;10108.6;1.0;1.0;715359.0
test/largeclass_rng_50000.in;std::sort;11486.2;10800.0;25302.8;1.0;0.0;934305.0
test/largeclass_rng_50000.in;std::stable_sort;15393.0;12939.4;21615.2;1.0;1.0;747221.0
test/largeclass_rng_50000.in;timsort;18765.8;17679.2;24171.4;1.0;1.0;714801.0
test/largeclass_rng_50000.in;timsort_parallel_a_16c;10846.4;8016.4;10102.0;1.0;1.0;771848.0
test/largeclass_rng_50000.in;timsort_parallel_a_1c;18158.6;17085.2;23552.4;1.0;1.0;714801.0
test/largeclass_rng_50000.in;timsort_parallel_a_20c;12605.6;8051.8;10112.8;1.0;1.0;771848.0
test/largeclass_rng_50000.in;timsort_parallel_a_2c;13534.2;11698.0;17043.6;1.0;1.0;764813.0
test/largeclass_rng_50000.in;timsort_parallel_a_4c;10972.0;9362.8;12063.8;1.0;1.0;765098.0
test/largeclass_rng_50000.in;timsort_parallel_a_8c;9673.8;8348.4;10979.2;1.0;1.0;765729.0
test/largeclass_rng_50000.in;timsort_parallel_b_16c;15559.4;13504.2;19058.8;1.0;1.0;715011.0
test/largeclass_rng_50000.in;timsort_parallel_b_1c;21644.0;18652.8;24340.8;1.0;1.0;715011.0
test/largeclass_rng_50000.in;timsort_parallel_b_20c;15210.0;13738.2;20807.8;1.0;1.0;715011.0
test/largeclass_rng_50000.in;timsort_parallel_b_2c;17544.6;15201.0;20306.6;1.0;1.0;715011.0
test/largeclass_rng_50000.in;timsort_parallel_b_4c;15351.8;13132.8;16922.8;1.0;1.0;715011.0
test/largeclass_rng_50000.in;timsort_parallel_b_8c;16148.6;13767.6;17242.4;1.0;1.0;715011.0
test/largeclass_rng_50000.in;timsort_rev;20050.6;17992.4;23598.8;1.0;1.0;714561.0
test/largeclass_rng_500000.in;gfx::timsort;170361.0;171434.4;263002.6;1.0;1.0;8816576.0
test/largeclass_rng_500000.in;it_merge_2_sort;272373.4;245589.8;337352.4;1.0;1.0;8807259.0
test/largeclass_rng_500000.in;it_merge_2_sort_rev;232241.2;253427.0;342798.4;1.0;1.0;8807196.0
test/largeclass_rng_500000.in;it_merge_3_sort;233614.8;229380.8;352382.2;1.0;1.0;11092948.0
test/largeclass_rng_500000.in;it_merge_4a_sort;221257.8;210027.0;306319.8;1.0;1.0;9275209.0
test/largeclass_rng_500000.in;it_merge_4b_sort;231814.8;230400.2;371855.4;1.0;1.0;12739816.0
test/largeclass_rng_500000.in;merge_2_sort;248002.8;220024.4;312977.4;1.0;1.0;8800820.0
test/largeclass_rng_500000.in;merge_3_sort;199458.6;191162.4;311827.4;1.0;1.0;10654269.0
test/largeclass_rng_500000.in;merge_4a_sort;184003.6;169875.8;266524.0;1.0;1.0;8801169.0
test/largeclass_rng_500000.in;merge_4b_sort;207377.2;200244.8;337114.2;1.0;1.0;12275892.0
test/largeclass_rng_500000.in;merge_sort_parallel_a_16c;72463.8;64896.8;84550.0;1.0;1.0;8800820.0
test/largeclass_rng_500000.in;merge_sort_parallel_a_1c;205703.4;199331.8;292615.8;1.0;1.0;8800820.0
test/largeclass_rng_500000.in;merge_sort_parallel_a_20c;72062.4;62388.2;75747.6;1.0;1.0;8800820.0
test/largeclass_rng_500000.in;merge_sort_parallel_a_2c;136819.0;133698.8;183997.6;1.0;1.0;8800820.0
test/largeclass_rng_500000.in;merge_sort_parallel_a_4c;115181.4;112857.0;153060.0;1.0;1.0;8800820.0
test/largeclass_rng_500000.in;merge_sort_parallel_a_8c;84201.2;83435.0;109346.0;1.0;1.0;8800820.0
test/largeclass_rng_500000.in;merge_sort_parallel_b_16c;57874.6;53255.0;68972.6;1.0;1.0;8808673.0
test/largeclass_rng_500000.in;merge_sort_parallel_b_1c;169922.0;172317.0;264633.4;1.0;1.0;8808673.0
test/largeclass_rng_500000.in;merge_sort_parallel_b_20c;55697.6;52345.4;66249.2;1.0;1.0;8808673.0
test/largeclass_rng_500000.in;merge_sort_parallel_b_2c;124214.0;120046.6;152995.8;1.0;1.0;8808673.0
test/largeclass_rng_500000.in;merge_sort_parallel_b_4c;99977.4;92982.2;124264.0;1.0;1.0;8808673.0
test/largeclass_rng_500000.in;merge_sort_parallel_b_8c;71314.8;68964.0;92019.8;1.0;1.0;8808673.0
test/largeclass_rng_500000.in;std::sort;103978.8;106851.4;269542.6;1.0;0.0;11503449.0
test/largeclass_rng_500000.in;std::stable_sort;135221.4;136301.2;247089.0;1.0;1.0;9412837.0
test/largeclass_rng_500000.in;timsort;165505.0;178177.0;264741.0;1.0;1.0;8863069.0
test/largeclass_rng_500000.in;timsort_parallel_a_16c;69242.8;68677.4;93274.4;1.0;1.0;9305939.0
test/largeclass_rng_500000.in;timsort_parallel_a_1c;165716.4;178602.0;264063.6;1.0;1.0;8863069.0
test/largeclass_rng_500000.in;timsort_parallel_a_20c;67464.0;70765.6;105826.2;1.0;1.0;9450489.0
test/largeclass_rng_500000.in;timsort_parallel_a_2c;113850.8;122016.8;179425.4;1.0;1.0;9302790.0
test/largeclass_rng_500000.in;timsort_parallel_a_4c;91534.8;93246.2;131203.8;1.0;1.0;9303342.0
test/largeclass_rng_500000.in;timsort_parallel_a_8c;77232.2;76857.0;113290.0;1.0;1.0;9304279.0
test/largeclass_rng_500000.in;timsort_parallel_b_16c;133998.0;122574.8;164648.6;1.0;1.0;8805075.0
test/largeclass_rng_500000.in;timsort_parallel_b_1c;193205.8;195119.2;284637.0;1.0;1.0;8805075.0
test/largeclass_rng_500000.in;timsort_parallel_b_20c;142086.6;121715.8;160697.4;1.0;1.0;8805075.0
test/largeclass_rng_500000.in;timsort_parallel_b_2c;173335.8;169448.4;240068.4;1.0;1.0;8805075.0
test/largeclass_rng_500000.in;timsort_parallel_b_4c;151526.2;151650.4;205290.8;1.0;1.0;8805075.0
test/largeclass_rng_500000.in;timsort_parallel_b_8c;133966.6;130253.8;180111.2;1.0;1.0;8805075.0
test/largeclass_rng_500000.in;timsort_rev;175937.8;184149.6;272404.0;1.0;1.0;8862939.0
test/largeclass_rng_5000000.in;gfx::timsort;1974411.0;2004536.4;3255444.6;1.0;1.0;104986117.0
test/largeclass_rng_5000000.in;it_merge_2_sort;3174057.6;3390263.4;4496160.6;1.0;1.0;104748990.0
test/largeclass_rng_5000000.in;it_merge_2_sort_rev;3074117.2;3236146.0;4330583.0;1.0;1.0;104751958.0
test/largeclass_rng_5000000.in;it_merge_3_sort;2788694.6;2995951.4;4500714.4;1.0;1.0;132727700.0
test/largeclass_rng_5000000.in;it_merge_4a_sort;2520025.2;2610435.6;3741999.2;1.0;1.0;109667479.0
test/largeclass_rng_5000000.in;it_merge_4b_sort;2660849.2;2771709.4;4548676.6;1.0;1.0;154295292.0
test/largeclass_rng_5000000.in;merge_2_sort;3041519.6;3260732.2;4389710.4;1.0;1.0;104686613.0
test/largeclass_rng_5000000.in;merge_3_sort;2506361.0;2706930.6;4245998.6;1.0;1.0;127302769.0
test/largeclass_rng_5000000.in;merge_4a_sort;2167807.2;2245506.2;3436898.8;1.0;1.0;104687191.0
test/largeclass_rng_5000000.in;merge_4b_sort;2467685.0;2596383.6;4317391.8;1.0;1.0;149185770.0
test/largeclass_rng_5000000.in;merge_sort_parallel_a_16c;749383.0;757825.4;906499.6;1.0;1.0;104686613.0
test/largeclass_rng_5000000.in;merge_sort_parallel_a_1c;2494299.2;2592843.6;3700735.2;1.0;1.0;104686613.0
test/largeclass_rng_5000000.in;merge_sort_parallel_a_20c;708834.4;746536.2;858465.2;1.0;1.0;104686613.0
test/largeclass_rng_5000000.in;merge_sort_parallel_a_2c;1438607.0;1494997.2;2058939.6;1.0;1.0;104686613.0
test/largeclass_rng_5000000.in;merge_sort_parallel_a_4c;1164945.6;1249722.0;1624352.6;1.0;1.0;104686613.0
test/largeclass_rng_5000000.in;merge_sort_parallel_a_8c;868914.2;874189.4;1140993.8;1.0;1.0;104686613.0
test/largeclass_rng_5000000.in;merge_sort_parallel_b_16c;582443.0;576810.0;759014.2;1.0;1.0;104798022.0
test/largeclass_rng_5000000.in;merge_sort_parallel_b_1c;1996333.2;2057362.2;3227856.4;1.0;1.0;104798022.0
test/largeclass_rng_5000000.in;merge_sort_parallel_b_20c;561860.6;556645.6;711892.4;1.0;1.0;104798022.0
test/largeclass_rng_5000000.in;merge_sort_parallel_b_2c;1194344.8;1231437.0;1836314.0;1.0;1.0;104798022.0
test/largeclass_rng_5000000.in;merge_sort_parallel_b_4c;969973.6;998128.8;1459540.6;1.0;1.0;104798022.0
test/largeclass_rng_5000000.in;merge_sort_parallel_b_8c;692876.2;733619.0;1002835.2;1.0;1.0;104798022.0
test/largeclass_rng_5000000.in;std::sort;1312882.2;1328265.6;3198163.6;1.0;0.0;133855658.0
test/largeclass_rng_5000000.in;std::stable_sort;1664107.8;1671049.6;2950182.6;1.0;1.0;108719217.0
test/largeclass_rng_5000000.in;timsort;1809260.8;1986836.8;3141588.4;1.0;1.0;104784442.0
test/largeclass_rng_5000000.in;timsort_parallel_a_16c;760841.0;840071.4;1146049.8;1.0;1.0;109790359.0
test/largeclass_rng_5000000.in;timsort_parallel_a_1c;1807035.4;2001557.6;3143970.6;1.0;1.0;104784442.0
test/largeclass_rng_5000000.in;timsort_parallel_a_20c;790374.8;853034.8;1161494.6;1.0;1.0;111027392.0
test/largeclass_rng_5000000.in;timsort_parallel_a_2c;1156890.0;1207395.6;1894646.0;1.0;1.0;109784884.0
test/largeclass_rng_5000000.in;timsort_parallel_a_4c;839950.8;886893.8;1329542.8;1.0;1.0;109786862.0
test/largeclass_rng_5000000.in;timsort_parallel_a_8c;752323.0;814041.6;1136190.8;1.0;1.0;109788597.0
test/largeclass_rng_5000000.in;timsort_parallel_b_16c;1076050.8;1139559.8;1529904.6;1.0;1.0;104769426.0
test/largeclass_rng_5000000.in;timsort_parallel_b_1c;2132016.8;2189122.0;3390846.2;1.0;1.0;104769426.0
test/largeclass_rng_5000000.in;timsort_parallel_b_20c;1107170.0;1133629.0;1507647.4;1.0;1.0;104769426.0
test/largeclass_rng_5000000.in;timsort_parallel_b_2c;1493650.4;1561673.6;2280118.6;1.0;1.0;104769426.0
test/largeclass_rng_5000000.in;timsort_parallel_b_4c;1369273.6;1395654.4;2007640.8;1.0;1.0;104769426.0
test/largeclass_rng_5000000.in;timsort_parallel_b_8c;1136732.0;1195291.8;1675833.2;1.0;1.0;104769426.0
test/largeclass_rng_5000000.in;timsort_rev;1972891.8;2043340.2;3133794.2;1.0;1.0;104787356.0
test/number_duplicate_50000.in;gfx::timsort;5261.6;6434.6;12858.6;1.0;1.0;588219.0
test/number_duplicate_50000.in;it_merge_2_sort;5463.4;6687.8;15328.6;1.0;1.0;713734.0
test/number_duplicate_50000.in;it_merge_2_sort_rev;5387.0;6156.4;15215.4;1.0;1.0;713953.0
test/number_duplicate_50000.in;it_merge_3_sort;4508.2;4810.6;14452.8;1.0;1.0;878454.0
test/number_duplicate_50000.in;it_merge_4a_sort;5400.8;6561.8;15253.0;1.0;1.0;713734.0
test/number_duplicate_50000.in;it_merge_4b_sort;4282.8;5971.8;16457.4;1.0;1.0;961493.0
test/number_duplicate_50000.in;merge_2_sort;5340.4;6219.4;15083.6;1.0;1.0;713916.0
test/number_duplicate_50000.in;merge_3_sort;4134.8;5274.0;14819.4;1.0;1.0;856779.0
test/number_duplicate_50000.in;merge_4a_sort;4102.2;5071.0;13436.0;1.0;1.0;715383.0
test/number_duplicate_50000.in;merge_4b_sort;3925.8;5620.2;16475.0;1.0;1.0;1007599.0
test/number_duplicate_50000.in;merge_sort_parallel_a_16c;2449.8;3173.8;7358.6;1.0;1.0;713916.0
test/number_duplicate_50000.in;merge_sort_parallel_a_1c;6110.4;7522.2;16535.8;1.0;1.0;713916.0
test/number_duplicate_50000.in;merge_sort_parallel_a_20c;3900.0;3982.2;8006.0;1.0;1.0;713916.0
test/number_duplicate_50000.in;merge_sort_parallel_a_2c;4459.0;5560.4;12069.6;1.0;1.0;713916.0
test/number_duplicate_50000.in;merge_sort_parallel_a_4c;4128.0;4211.0;9530.4;1.0;1.0;713916.0
test/number_duplicate_50000.in;merge_sort_parallel_a_8c;2418.8;3252.4;7306.0;1.0;1.0;713916.0
test/number_duplicate_50000.in;merge_sort_parallel_b_16c;2615.2;3203.6;6056.6;1.0;1.0;587862.0
test/number_duplicate_50000.in;merge_sort_parallel_b_1c;5015.8;6127.0;12866.2;1.0;1.0;587862.0
test/number_duplicate_50000.in;merge_sort_parallel_b_20c;2535.8;2990.6;5925.6;1.0;1.0;587862.0
test/number_duplicate_50000.in;merge_sort_parallel_b_2c;4773.2;5562.4;10768.6;1.0;1.0;587862.0
test/number_duplicate_50000.in;merge_sort_parallel_b_4c;3104.0;4767.2;8328.4;1.0;1.0;587862.0
test/number_duplicate_50000.in;merge_sort_parallel_b_8c;2574.2;3143.6;6018.2;1.0;1.0;587862.0
test/number_duplicate_50000.in;std::sort;2670.4;2610.4;10563.2;1.0;0.0;731091.0
test/number_duplicate_50000.in;std::stable_sort;3476.4;3479.2;12799.2;1.0;1.0;747208.0
test/number_duplicate_50000.in;timsort;5484.6;6715.8;13180.2;1.0;1.0;601521.0
test/number_duplicate_50000.in;timsort_parallel_a_16c;4048.2;3033.6;7264.8;1.0;1.0;800596.0
test/number_duplicate_50000.in;timsort_parallel_a_1c;6308.6;7522.8;14349.4;1.0;1.0;601521.0
test/number_duplicate_50000.in;timsort_parallel_a_20c;4274.0;3856.8;8445.2;1.0;1.0;800596.0
test/number_duplicate_50000.in;timsort_parallel_a_2c;4754.4;6142.2;14055.6;1.0;1.0;823238.0
test/number_duplicate_50000.in;timsort_parallel_a_4c;3082.2;3972.2;9990.6;1.0;1.0;824201.0
test/number_duplicate_50000.in;timsort_parallel_a_8c;2025.8;2470.0;6725.4;1.0;1.0;810201.0
test/number_duplicate_50000.in;timsort_parallel_b_16c;5955.8;6670.8;12175.2;1.0;1.0;587028.0
test/number_duplicate_50000.in;timsort_parallel_b_1c;5204.4;6104.6;12813.2;1.0;1.0;587028.0
test/number_duplicate_50000.in;timsort_parallel_b_20c;5078.4;6283.8;11150.0;1.0;1.0;587028.0
test/number_duplicate_50000.in;timsort_parallel_b_2c;5106.8;7831.0;14572.2;1.0;1.0;587028.0
test/number_duplicate_50000.in;timsort_parallel_b_4c;5027.6;6622.6;12200.2;1.0;1.0;587028.0
test/number_duplicate_50000.in;timsort_parallel_b_8c;4168.8;6740.6;12357.8;1.0;1.0;587028.0
test/number_duplicate_50000.in;timsort_rev;5669.8;6896.0;13112.6;1.0;1.0;601582.0
test/number_duplicate_500000.in;gfx::timsort;54030.8;66817.4;130748.0;1.0;1.0;5935583.0
test/number_duplicate_500000.in;it_merge_2_sort;50951.8;65835.0;165695.2;1.0;1.0;8798259.0
test/number_duplicate_500000.in;it_merge_2_sort_rev;50070.2;60182.0;162807.6;1.0;1.0;8800443.0
test/number_duplicate_500000.in;it_merge_3_sort;47199.6;51799.4;174417.6;1.0;1.0;11080231.0
test/number_duplicate_500000.in;it_merge_4a_sort;49917.8;65474.6;170123.8;1.0;1.0;9264359.0
test/number_duplicate_500000.in;it_merge_4b_sort;47202.2;70749.0;208931.8;1.0;1.0;12725301.0
test/number_duplicate_500000.in;merge_2_sort;49038.8;60649.4;160972.2;1.0;1.0;8792643.0
test/number_duplicate_500000.in;merge_3_sort;42705.6;59256.2;176731.6;1.0;1.0;10644035.0
test/number_duplicate_500000.in;merge_4a_sort;45267.8;57391.8;163609.6;1.0;1.0;8793124.0
test/number_duplicate_500000.in;merge_4b_sort;43344.2;66073.4;198783.0;1.0;1.0;12264617.0
test/number_duplicate_500000.in;merge_sort_parallel_a_16c;8549.4;12056.8;30179.0;1.0;1.0;8792643.0
test/number_duplicate_500000.in;merge_sort_parallel_a_1c;48882.6;64366.8;161069.2;1.0;1.0;8792643.0
test/number_duplicate_500000.in;merge_sort_parallel_a_20c;7788.6;9876.0;26272.2;1.0;1.0;8792643.0
test/number_duplicate_500000.in;merge_sort_parallel_a_2c;31825.6;36935.4;84595.6;1.0;1.0;8792643.0
test/number_duplicate_500000.in;merge_sort_parallel_a_4c;22750.2;28627.4;62137.8;1.0;1.0;8792643.0
test/number_duplicate_500000.in;merge_sort_parallel_a_8c;14542.8;18619.6;41799.4;1.0;1.0;8792643.0
test/number_duplicate_500000.in;merge_sort_parallel_b_16c;8407.8;9730.6;18154.8;1.0;1.0;5940297.0
test/number_duplicate_500000.in;merge_sort_parallel_b_1c;51171.2;62585.2;130439.0;1.0;1.0;5940297.0
test/number_duplicate_500000.in;merge_sort_parallel_b_20c;7158.6;8037.6;15971.4;1.0;1.0;5940297.0
test/number_duplicate_500000.in;merge_sort_parallel_b_2c;33746.8;35252.6;66787.0;1.0;1.0;5940297.0
test/number_duplicate_500000.in;merge_sort_parallel_b_4c;23848.8;25787.2;47662.2;1.0;1.0;5940297.0
test/number_duplicate_500000.in;merge_sort_parallel_b_8c;15136.4;15317.2;27873.8;1.0;1.0;5940297.0
test/number_duplicate_500000.in;std::sort;26974.6;26808.4;124616.2;1.0;0.0;8928720.0
test/number_duplicate_500000.in;std::stable_sort;35755.8;36504.6;155475.6;1.0;1.0;9402795.0
test/number_duplicate_500000.in;timsort;58030.2;70778.0;135029.2;1.0;1.0;6074209.0
test/number_duplicate_500000.in;timsort_parallel_a_16c;13007.2;17749.0;48748.6;1.0;1.0;8316280.0
test/number_duplicate_500000.in;timsort_parallel_a_1c;58074.4;70676.0;135176.4;1.0;1.0;6074209.0
test/number_duplicate_500000.in;timsort_parallel_a_20c;12871.8;17080.8;48708.2;1.0;1.0;8358859.0
test/number_duplicate_500000.in;timsort_parallel_a_2c;41578.8;46674.8;100255.2;1.0;1.0;8224021.0
test/number_duplicate_500000.in;timsort_parallel_a_4c;26902.0;32580.4;74216.6;1.0;1.0;8227367.0
test/number_duplicate_500000.in;timsort_parallel_a_8c;16171.6;25311.6;60465.6;1.0;1.0;8263988.0
test/number_duplicate_500000.in;timsort_parallel_b_16c;36185.4;40664.8;73048.4;1.0;1.0;5935595.0
test/number_duplicate_500000.in;timsort_parallel_b_1c;56958.2;63634.0;131484.8;1.0;1.0;5935595.0
test/number_duplicate_500000.in;timsort_parallel_b_20c;36027.2;44345.2;70344.8;1.0;1.0;5935595.0
test/number_duplicate_500000.in;timsort_parallel_b_2c;44911.6;59486.8;115800.6;1.0;1.0;5935595.0
test/number_duplicate_500000.in;timsort_parallel_b_4c;40619.0;51363.6;96742.4;1.0;1.0;5935595.0
test/number_duplicate_500000.in;timsort_parallel_b_8c;35745.8;44169.6;82237.6;1.0;1.0;5935595.0
test/number_duplicate_500000.in;timsort_rev;58825.4;72603.4;134309.6;1.0;1.0;6076425.0
test/number_duplicate_5000000.in;gfx::timsort;539350.2;671919.4;1319539.2;1.0;1.0;59722750.0
test/number_duplicate_5000000.in;it_merge_2_sort;505393.0;706727.6;1887054.8;1.0;1.0;104625739.0
test/number_duplicate_5000000.in;it_merge_2_sort_rev;501817.6;660210.0;1871947.2;1.0;1.0;104639278.0
test/number_duplicate_5000000.in;it_merge_3_sort;469854.2;532942.0;2000450.4;1.0;1.0;132549431.0
test/number_duplicate_5000000.in;it_merge_4a_sort;486165.6;689916.0;1928610.2;1.0;1.0;109525801.0
test/number_duplicate_5000000.in;it_merge_4b_sort;465594.8;760995.4;2441386.2;1.0;1.0;154114993.0
test/number_duplicate_5000000.in;merge_2_sort;505933.0;666942.2;1848244.2;1.0;1.0;104561015.0
test/number_duplicate_5000000.in;merge_3_sort;457278.0;667362.0;2059718.6;1.0;1.0;127149805.0
test/number_duplicate_5000000.in;merge_4a_sort;465271.8;617797.0;1827217.2;1.0;1.0;104562370.0
test/number_duplicate_5000000.in;merge_4b_sort;447975.6;724887.4;2333645.6;1.0;1.0;149009758.0
test/number_duplicate_5000000.in;merge_sort_parallel_a_16c;88500.4;125304.6;350338.0;1.0;1.0;104561015.0
test/number_duplicate_5000000.in;merge_sort_parallel_a_1c;503289.4;702832.2;1841341.6;1.0;1.0;104561015.0
test/number_duplicate_5000000.in;merge_sort_parallel_a_20c;79169.2;122938.2;300859.0;1.0;1.0;104561015.0
test/number_duplicate_5000000.in;merge_sort_parallel_a_2c;306546.6;412803.0;1015200.6;1.0;1.0;104561015.0
test/number_duplicate_5000000.in;merge_sort_parallel_a_4c;210030.4;292618.2;768203.8;1.0;1.0;104561015.0
test/number_duplicate_5000000.in;merge_sort_parallel_a_8c;140657.8;197052.0;530125.8;1.0;1.0;104561015.0
test/number_duplicate_5000000.in;merge_sort_parallel_b_16c;85459.8;98736.6;174384.6;1.0;1.0;59633895.0
test/number_duplicate_5000000.in;merge_sort_parallel_b_1c;529948.4;655377.4;1333418.6;1.0;1.0;59633895.0
test/number_duplicate_5000000.in;merge_sort_parallel_b_20c;74472.2;84813.8;139700.6;1.0;1.0;59633895.0
test/number_duplicate_5000000.in;merge_sort_parallel_b_2c;316386.4;373339.8;716158.8;1.0;1.0;59633895.0
test/number_duplicate_5000000.in;merge_sort_parallel_b_4c;202439.6;263669.6;486728.2;1.0;1.0;59633895.0
test/number_duplicate_5000000.in;merge_sort_parallel_b_8c;133123.2;159631.2;309870.6;1.0;1.0;59633895.0
