test/largeclass_rng_5000.in;timsort_rev;1796;1783;2570;true;true;54995
test/largeclass_rng_50000.in;timsort_rev;18895;17100;22771;true;true;714561
test/largeclass_rng_500000.in;timsort_rev;175946;183744;270965;true;true;8862939
test/largeclass_rng_5000000.in;timsort_rev;1969790;2041510;3135160;true;true;104787356
test/number_duplicate_50000.in;timsort_rev;5647;6858;13107;true;true;601582
test/number_duplicate_500000.in;timsort_rev;58552;72080;134264;true;true;6076425
test/number_duplicate_5000000.in;timsort_rev;608824;735744;1361703;true;true;61265716
test/number_duplicate_50000000.in;timsort_rev;6238031;7536843;13775036;true;true;610102380
test/number_multsorted8_50000.in;timsort_rev;348;688;2950;true;true;199996
test/number_multsorted8_500000.in;timsort_rev;3378;6870;29498;true;true;1999996
test/number_multsorted8_5000000.in;timsort_rev;33844;69261;295894;true;true;19999996
test/number_multsorted8_50000000.in;timsort_rev;400805;752296;3047400;true;true;199999996
test/number_pyramid_50000.in;timsort_rev;16;69;330;true;true;24999
test/number_pyramid_500000.in;timsort_rev;227;687;3310;true;true;249999
test/number_pyramid_5000000.in;timsort_rev;1334;6845;33036;true;true;2499999
test/number_pyramid_50000000.in;timsort_rev;14962;68686;333792;true;true;24999999
test/number_reverse_50000.in;timsort_rev;78;147;676;true;true;49999
test/number_reverse_500000.in;timsort_rev;446;1491;6771;true;true;499999
test/number_reverse_5000000.in;timsort_rev;4816;14983;67839;true;true;4999999
test/number_reverse_50000000.in;timsort_rev;57922;160828;694497;true;true;49999999
test/number_rng_50000.in;timsort_rev;6363;7503;15004;true;true;714565
test/number_rng_500000.in;timsort_rev;79770;94611;187486;true;true;8863977
test/number_rng_5000000.in;timsort_rev;900282;1027628;2147352;true;true;104786793
test/number_rng_50000000.in;timsort_rev;10718047;12443303;25307421;true;true;1219366994
test/number_sorted_50000.in;timsort_rev;32;137;664;true;true;49999
test/number_sorted_500000.in;timsort_rev;246;1370;6612;true;true;499999
test/number_sorted_5000000.in;timsort_rev;3085;13694;66249;true;true;4999999
test/number_sorted_50000000.in;timsort_rev;29986;137709;667987;true;true;49999999
test/string_diffsize_5000.in;timsort_rev;1993;1829;2431;true;true;54978
test/string_diffsize_50000.in;timsort_rev;26056;24153;32137;true;true;714436
test/string_diffsize_500000.in;timsort_rev;342545;322266;416389;true;true;8780517
test/string_diffsize_5000000.in;timsort_rev;4185138;4133508;6176856;true;true;104199726
test/string_duplicate_5000.in;timsort_rev;16301;1289;1897;true;true;54929
test/string_duplicate_50000.in;timsort_rev;18881;17893;24230;true;true;601611
test/string_duplicate_500000.in;timsort_rev;220778;236814;291250;true;true;6075664
test/string_duplicate_5000000.in;timsort_rev;2433926;2381773;3035051;true;true;61267677
test/string_multsorted8_5000.in;timsort_rev;15206;236;444;true;true;19996
test/string_multsorted8_50000.in;timsort_rev;2265;2296;4407;true;true;199996
test/string_multsorted8_500000.in;timsort_rev;22793;23193;44218;true;true;1999996
test/string_multsorted8_5000000.in;timsort_rev;233106;248224;457081;true;true;19999996
test/string_pyramid_5000.in;timsort_rev;15336;117;223;true;true;9998
test/string_pyramid_50000.in;timsort_rev;1149;1136;2175;true;true;99998
test/string_pyramid_500000.in;timsort_rev;19859;11571;21942;true;true;999998
test/string_pyramid_5000000.in;timsort_rev;117358;124217;231853;true;true;9999998
test/string_reverse_5000.in;timsort_rev;105;94;162;true;true;4999
test/string_reverse_50000.in;timsort_rev;802;704;1222;true;true;49999
test/string_reverse_500000.in;timsort_rev;6009;6027;11217;true;true;499999
test/string_reverse_5000000.in;timsort_rev;63999;66009;117670;true;true;4999999
test/string_rng_5000.in;timsort_rev;15825;1424;2026;true;true;54931
test/string_rng_50000.in;timsort_rev;21272;19574;27370;true;true;714460
test/string_rng_500000.in;timsort_rev;300495;277150;382029;true;true;8863632
